演员,平均分,部数
陶艺,6.9,1
仁青东珠,6.9,1
来群,6.9,1
金柯,6.9,1
王泽民,6.9,1
王晖,6.9,2
蒋超,6.9,1
李迪恩,6.9,4
黄宁生,6.9,1
翟寰寰 ,6.9,1
张小波,6.9,1
王奎荣,6.9,51
刘梦珂,6.9,1
李悦彤,6.9,1
苏有朋,6.9,27
李雪松,6.9,1
傅英,6.9,1
宋思轩,6.9,1
罗啸华,6.9,1
李可妮,6.9,1
庚鹏超,6.9,1
钟健威,6.9,1
王心亮,6.9,1
张伊函,6.9,1
徐莉琴,6.9,1
超凡,6.9,2
吴雨霏,6.9,1
贾雨萌,6.9,1
齐俊盛,6.9,2
王菀之,6.9,2
桂志强,6.9,1
刘浩龙,6.9,5
贾致刚,6.9,1
尹哲飞,6.9,1
成辉,6.9,1
萧潇,6.9,1
陈澍,6.9,1
吴鑫,6.9,1
吴建,6.9,1
张宏伟,6.9,2
Volker Helfrich,6.9,1
常亮,6.9,1
刘春祥,6.9,1
张雅欣,6.9,1
刘名洋,6.9,2
钱芳,6.9,11
何俊,6.9,1
言春竹,6.9,1
叶福生,6.9,1
李邦禹,6.9,1
王永光,6.9,2
刘威葳,6.9,25
邢杰枫,6.9,1
郭政鸿,6.89,28
杨雨婷,6.89,12
殷桃,6.89,42
任正斌,6.89,16
王伯昭,6.89,20
王诗槐,6.89,25
程可为,6.89,12
赵立新,6.89,19
丁海峰,6.89,29
李小萌,6.89,12
王喜,6.89,18
李诚儒,6.89,38
周晓鸥,6.89,11
金刚,6.89,9
郭羡妮,6.89,27
曹操,6.89,10
孟广美,6.89,9
林鹏,6.89,12
郑嘉颖,6.89,39
斯琴高娃,6.89,49
张一山,6.89,19
关菁,6.88,15
程予希,6.88,5
黄德斌,6.88,24
夏文汐,6.88,6
曹磊,6.88,11
吴静娴,6.88,4
徐岑子,6.88,4
袁文杰,6.88,11
周德华,6.88,8
林秀怡,6.88,6
李梦,6.88,6
雷宇扬,6.88,4
徐子珊,6.88,28
赵柯,6.88,14
韩兆,6.88,12
缪俊杰,6.88,4
王全有,6.88,17
陈凯,6.88,5
侯岩松,6.88,6
赵静,6.88,4
李建华,6.88,10
孙兴,6.88,44
张卫健,6.88,45
左翎,6.88,9
王绮琴,6.88,4
苗可丽,6.88,4
姬麒麟,6.88,17
陈建文,6.88,4
张春仲,6.88,5
李灿森,6.87,7
孙沁岳,6.87,3
李文波,6.87,3
王丽涵,6.87,3
蒋雅文,6.87,3
谭小环,6.87,6
梁丽,6.87,9
郭明翰,6.87,3
陈秀茹,6.87,3
范玮琪,6.87,3
李程彬,6.87,4
沈瑶,6.87,3
张鸿鑫,6.87,3
吴瑞庭,6.87,3
谢东闵,6.87,3
叶民志,6.87,3
连凯,6.87,17
陈好,6.87,18
天心,6.87,16
姜华,6.87,9
马维福,6.87,3
马伊_,6.87,31
陈明真,6.87,6
吴国华,6.87,3
张铭恩,6.87,3
胡佩莲,6.87,3
曹毅,6.87,6
傅隽,6.87,3
陈敏之,6.87,22
司源,6.87,3
赵永洪,6.86,22
李至正,6.86,5
陈荣峻,6.86,38
陈逸恒,6.86,22
张慧仪,6.86,12
杨洁玫,6.86,5
方中信,6.86,29
邵卓尧,6.86,25
康福震,6.86,7
殷樱,6.86,5
杨皓宇,6.86,11
蒋婧,6.86,5
刘汉强,6.86,7
牛萌萌,6.86,14
陈庭妮,6.86,9
高斯,6.86,10
向海岚,6.86,17
杨青,6.86,29
刘钧,6.86,20
薛凯琪,6.86,8
杨童舒,6.86,22
崔波,6.86,8
吴冕,6.86,33
戴耀明,6.86,20
许家杰,6.86,10
许还幻,6.86,16
单承矩,6.85,2
阿雅,6.85,4
施羽,6.85,26
胡晴雯,6.85,2
嘟嘟,6.85,2
崔彬斌,6.85,2
傅巍,6.85,2
司马南,6.85,2
王砚辉,6.85,8
后藤希美子,6.85,2
张西正,6.85,2
苑新雨,6.85,2
葛民辉,6.85,8
郭麒麟,6.85,2
熊琛,6.85,2
公方敏,6.85,8
祁明远,6.85,2
曹凯,6.85,2
施宁,6.85,2
秦启维,6.85,6
李玉峰,6.85,2
郑凯南,6.85,2
谢惠清,6.85,2
李岳,6.85,2
宋家腾,6.85,4
梁松,6.85,2
过齐鸣,6.85,6
邓钢,6.85,4
王翊丹,6.85,4
洛桑群培,6.85,2
牛飘,6.85,19
都钊,6.85,2
王跃进,6.85,2
吴嘉仪,6.85,2
杨议,6.85,13
孙熙,6.85,4
乔杉,6.85,8
王合喜,6.85,2
蓝正龙,6.85,24
王一楠,6.85,20
杜德伟,6.85,6
张玉轩,6.85,2
唐爱国,6.85,2
陈展鹏,6.85,25
唐文龙,6.85,21
张振华,6.85,4
王仁甫,6.85,2
崔佩仪,6.85,2
王志康,6.85,2
陈娜,6.85,2
费伟妮,6.85,2
陈佳妍,6.85,2
毕英杰,6.85,2
赵蕾,6.85,2
张本渝,6.85,8
黄俊鹏,6.84,21
李心敏,6.84,7
万思维,6.84,8
高雄,6.84,33
宋运成,6.84,9
袁文康,6.84,30
王亚楠,6.84,22
李又麟,6.84,10
林雨申,6.84,15
王俊凯,6.84,7
黄河,6.84,8
焦恩俊,6.84,48
李_,6.84,30
陈虹池,6.84,7
张复建,6.84,12
董志华,6.84,8
文章,6.84,27
蔡维利,6.84,5
高鑫,6.84,27
刘文治 ,6.84,12
钟志光,6.84,7
奚望,6.84,5
何佩珉,6.84,5
王静,6.84,14
傅冲,6.84,5
赵鸿飞,6.84,14
周乐,6.84,5
张山,6.83,14
陈明恩,6.83,3
_子_,6.83,3
郭伟华,6.83,3
杨镒,6.83,4
林夏薇,6.83,10
李艳,6.83,3
麦嘉,6.83,3
李鹤,6.83,3
黄宗泽,6.83,45
杜大伟,6.83,7
张玉洁,6.83,3
章杰,6.83,3
代旭,6.83,7
刘晓彤,6.83,3
刘鉴,6.83,6
刘家,6.83,3
张树平,6.83,3
莫诗旎,6.83,4
马境,6.83,7
徐晟,6.83,3
卓凡,6.83,14
陈冠宁,6.83,3
周一围,6.83,25
李成昌,6.83,23
冼色丽,6.83,6
王鑫,6.83,6
洪金宝,6.83,6
程皓枫,6.83,18
陈炳强,6.83,3
张达明,6.83,9
柯素云,6.83,3
于明加,6.83,19
娟子,6.83,3
陈慕义,6.83,3
杨怡,6.82,46
陈小艺,6.82,36
迟国栋,6.82,4
修睿,6.82,8
李子奇,6.82,14
何赛飞,6.82,54
吕行,6.82,15
徐沐婵,6.82,4
郝洋,6.82,5
张卫,6.82,4
赵彦民,6.82,4
施诗,6.82,5
李逸朗,6.82,6
章涛,6.82,6
赵钢,6.82,5
张小磊,6.82,12
周梓盈,6.82,9
吕良伟,6.82,40
曲少石,6.82,5
周杰,6.82,21
谢丽金,6.82,4
陈勉良,6.82,26
王力,6.82,4
李琳,6.82,22
李东翰,6.81,8
蒋恺,6.81,22
王小宝,6.81,7
李铭顺,6.81,12
唐群,6.81,12
刘莉莉,6.81,45
万美汐,6.81,9
李亚男,6.81,7
罗泳娴,6.81,7
方子春,6.81,13
李建义,6.81,33
徐锦江,6.81,34
罗浩楷,6.81,10
祖锋,6.81,22
谢园,6.81,29
利永锡,6.8,1
戴路,6.8,1
陆丁裕,6.8,1
张晓飞,6.8,1
黄甜,6.8,1
韩宗麟,6.8,1
钟汉豪,6.8,1
小暄,6.8,1
王禾,6.8,1
袁珊珊,6.8,1
杨梓琛,6.8,1
李赞,6.8,1
萧惠,6.8,1
小冉,6.8,1
刘牧梅,6.8,1
李海杰,6.8,1
郭奕芯,6.8,1
王龄,6.8,1
陆琦蔚,6.8,3
董代源,6.8,1
宋本中,6.8,1
王鹤鸣,6.8,1
舒萌楠,6.8,1
汤希铭,6.8,1
陈长存,6.8,1
陈树青,6.8,1
曹琦,6.8,1
陈海亮,6.8,1
李卓钊,6.8,1
吴志雄,6.8,1
韩朴俊,6.8,1
彭敬慈,6.8,1
王心娣,6.8,1
詹佳儒,6.8,1
陈欣健,6.8,1
尚建慧,6.8,1
马东,6.8,1
阿尔法,6.8,1
薛素珊,6.8,1
高森,6.8,2
尹键,6.8,1
狄琬雯,6.8,1
范雨彤,6.8,1
钱迪迪,6.8,1
王钦,6.8,1
林傲霏,6.8,1
何咏芳,6.8,1
杨凯程,6.8,1
吴佩慈,6.8,2
陈祖皓,6.8,1
李振锋,6.8,1
成建辉,6.8,1
翁清海,6.8,1
郭柯彤,6.8,1
王江华,6.8,1
隋抒洋,6.8,1
陆应康,6.8,3
游洁冰,6.8,1
张学浩,6.8,1
付_,6.8,1
谢宇峰,6.8,1
王晶瑞,6.8,1
张丽,6.8,1
张恒,6.8,27
刘毅,6.8,1
栾健,6.8,1
李申,6.8,1
徐爽,6.8,1
小皮蛋,6.8,1
舒适,6.8,1
王敏宜,6.8,1
文卜东,6.8,1
灵特,6.8,1
尹崇珍,6.8,3
朱虹,6.8,7
王宁生,6.8,1
林潇,6.8,1
王锐,6.8,1
来子_,6.8,1
杨均伯,6.8,1
周世谊,6.8,1
潘美如,6.8,1
周超,6.8,1
周咏轩,6.8,2
赵汝平,6.8,1
释小虎,6.8,2
王星星,6.8,1
宣名君,6.8,1
谢君豪,6.8,38
邱于庭,6.8,3
陈瑞华,6.8,1
林熙蕾 瞿颖 张铁林 吴辰君 景冈山,6.8,1
李翰均,6.8,1
李诗韵,6.8,5
韩振华,6.8,12
许霞,6.8,1
王艺伦,6.8,1
刘景毅,6.8,1
简淑儿,6.8,2
杨益,6.8,1
雪山,6.8,1
鲁昕儿,6.8,2
杀杀,6.8,1
赵贞恩,6.8,1
史林,6.8,3
刘思思,6.8,1
吴家乐,6.8,13
Felicia Womack,6.8,1
张彦博,6.8,10
刘倩_,6.8,1
扈茜茜,6.8,1
Glen Sparer,6.8,1
缪良,6.8,1
Rene Godin,6.8,1
贾明岭,6.8,1
David Tom,6.8,1
邹_,6.8,1
陈清,6.8,1
柳继,6.8,1
陈斌虎,6.8,1
高家福,6.8,1
Thomas Shanahan,6.8,1
李悦溪,6.8,2
鲁俊,6.8,1
金勤,6.8,4
黄馨瑶,6.8,1
许晓丹,6.8,1
李梁,6.8,1
谢冰冰,6.8,2
小羽,6.8,1
周悦,6.8,1
鲁昕,6.8,2
求斯,6.8,2
侯勇,6.8,41
张沙沙,6.8,1
许广庆,6.8,1
赵多娜,6.8,1
许剑,6.8,1
朱捷,6.8,1
张国民,6.8,1
杨瑞霞,6.8,1
王连生,6.8,1
牟凤彬,6.8,10
张小飞,6.8,3
陈嘉佳,6.8,6
程建勋,6.8,1
薛国平,6.8,1
周景春,6.8,1
郝寒峰,6.8,1
杨若兮,6.8,26
李运庆 Jack Lee,6.8,1
李天洋,6.8,2
李佳,6.8,7
郭铁成,6.8,1
戈辉,6.8,1
白马竞,6.8,2
原维,6.8,1
李嘉伟,6.8,2
王少玲,6.8,1
金钟,6.8,1
潘家雯,6.8,1
黄_晴,6.8,1
赵季筱,6.8,1
刘一兵,6.8,1
伊雪光,6.8,1
高海,6.8,2
宋顺发,6.8,1
杨韬歌,6.8,4
天明,6.8,1
梅兰,6.8,2
谢佳见 Melvin Sia,6.8,1
张颖康,6.8,7
许琼云,6.8,1
史可,6.8,25
张朕_,6.8,1
黄勐,6.8,15
邹旭峰,6.8,1
张舸,6.8,1
钱蓓婷,6.8,1
王晓佳,6.8,1
陈观慧,6.8,1
薛晓龙,6.8,2
王皓轩,6.8,2
刘华鑫,6.8,1
李洪涛,6.8,30
安和尼玛,6.8,1
李凤绪,6.8,10
蒋雪,6.8,1
尹元章,6.8,1
孙伟豪,6.8,3
王志峰,6.8,1
韩熙庭,6.8,1
林秀玲,6.8,2
施念慈,6.8,1
刘温馨,6.8,7
林佳蓉,6.8,1
温兆伦 邵美琪 毛舜筠 吴镇宇 高雄 卢宛茵,6.8,1
_芸慧,6.8,1
彭冠中,6.8,1
张超理,6.8,1
米雪,6.8,56
宋紫盈,6.8,1
金鹏,6.8,2
王喜/吴绮莉,6.8,1
陈慧珊/吕颂贤,6.8,1
洪佩珊,6.8,1
卢俊龙,6.8,1
保采芬,6.8,1
左慧琪,6.8,1
李燕珊,6.8,1
柳秋红,6.8,1
张青云,6.8,1
杜光耀,6.8,1
廖素萍,6.8,1
白楠,6.8,1
何文进,6.8,1
周汶_,6.8,1
罗文,6.8,1
张国强 Kwok Keung Cheung,6.8,1
丁力,6.8,1
吴旷利,6.8,1
郑咏谦,6.8,1
叶志华,6.8,1
连晋,6.8,1
江晖,6.8,2
胡启光,6.8,1
吴廷华,6.8,1
陈伶俐,6.8,1
洪_珊,6.8,1
康子妮,6.8,1
魏惠文,6.8,17
潘芝莉,6.8,1
成展权,6.8,1
刘__,6.8,1
蔡云霞,6.8,1
潘高锋,6.8,1
蔡国权,6.8,1
周苗,6.8,1
曹永廉 Wing Lim Cho,6.8,1
尹静,6.8,1
蔡沅江,6.8,2
葛友元,6.8,1
尚义明,6.8,1
_璇,6.8,1
文革,6.8,1
邓嘉,6.8,1
佟又勋,6.8,1
方向中,6.8,1
韩继明,6.8,2
颜凤娇,6.8,1
陈永健,6.8,2
刘昊然,6.8,5
柯受良,6.8,1
何沛霖,6.8,2
金玉岚,6.8,1
刘思博,6.8,1
向月,6.8,1
陈小影,6.8,1
常戎,6.8,18
喜莲娜,6.8,1
高扬棋,6.8,1
杨璨地,6.8,1
_文慈,6.8,1
郝一平,6.8,2
_家琪,6.8,1
单文芊,6.8,1
张书伟,6.8,1
李岚,6.8,4
王书乔,6.8,1
蔡依蕴,6.8,1
孙嘉嘉,6.8,1
李厚豪,6.8,1
巢萍,6.8,1
李志舆,6.8,3
王双琥,6.8,1
丁健,6.8,2
郝婷婷,6.8,1
唐旭,6.8,5
吴东芳,6.8,1
谭坤伦,6.8,4
尹亮,6.8,1
叶炜,6.8,2
坤达,6.8,1
赵依雯,6.8,1
箫婷,6.8,1
杨佩衡,6.8,1
林嘉欣,6.8,1
林芊谕,6.8,1
郭子芳,6.8,1
何叶,6.8,2
高利玲,6.8,1
汤_,6.8,3
蒋佳恩,6.8,2
牛娜,6.8,1
王荧欣,6.8,1
田加达,6.8,1
王大宇,6.8,2
吉祥,6.8,1
张运济,6.8,1
黄达亮,6.8,11
黄维,6.8,1
黄才伦,6.8,2
魏健隆,6.8,2
银雪,6.8,2
白红标,6.8,2
陈倩倩,6.8,1
闻洁,6.8,1
郑子诚,6.79,19
丁宁,6.79,10
肖雨雨,6.79,8
翟威廉,6.79,8
于洋,6.79,41
孔维,6.79,16
秦焰,6.79,24
苏小明,6.79,8
夏于乔,6.79,8
陈智_,6.79,13
马浚伟,6.79,33
白客,6.79,18
苗圃,6.79,30
黄爱玲,6.79,15
董敬文,6.78,5
朱翊,6.78,4
王姬,6.78,46
袁彩云,6.78,8
祁艳,6.78,4
杨紫,6.78,25
奚美娟,6.78,37
姬晓飞,6.78,4
谭伟权,6.78,4
钱志,6.78,5
王博谷,6.78,13
果靖霖,6.78,15
吴大维,6.78,8
杨千霈,6.78,5
林熙蕾,6.78,6
柯达,6.78,12
肖茵,6.78,9
张洋,6.78,4
刘牧,6.78,17
钟嘉欣,6.78,29
迟蓬,6.78,9
赵毅,6.78,35
牛莉,6.78,37
孙玮,6.78,9
徐玉兰,6.78,6
大鹏,6.78,5
曹力,6.77,15
王博,6.77,3
虞梦,6.77,12
肥龙,6.77,3
陈琪,6.77,11
杨昆,6.77,29
汤镇宗,6.77,27
黄智雯,6.77,20
高放,6.77,7
鲍正芳,6.77,3
丁主惠,6.77,3
柯佳_,6.77,9
蒋昌义,6.77,3
蒲冰墨,6.77,6
代文雯,6.77,3
曾慧云,6.77,25
王子睿,6.77,3
刘小宁,6.77,3
袁镇业,6.77,7
_希_,6.77,3
张美妮,6.77,6
林永健,6.77,46
梁丹妮,6.77,16
李李仁,6.76,7
杨子骅,6.76,15
李家鼎,6.76,8
程莉莎,6.76,5
左小青,6.76,33
叶一云,6.76,9
连奕名,6.76,27
林远迎,6.76,5
施京明,6.76,23
徐嘉苇,6.76,5
徐松子,6.76,7
惠英红,6.76,21
胡诺言,6.76,14
李解,6.76,20
谢雪心,6.76,23
曾宝仪,6.76,10
吴军,6.76,13
田娃,6.75,4
程思俊,6.75,2
何政军,6.75,36
李彦明,6.75,4
邓皓,6.75,2
陈茂林,6.75,2
郝岩,6.75,4
史良,6.75,2
刘大为,6.75,4
王军,6.75,4
张国丰,6.75,2
乌日根,6.75,4
郭婷婷,6.75,2
高山,6.75,2
张文艺,6.75,2
赵杰,6.75,2
郑卫莉,6.75,14
金素梅,6.75,2
郑诚,6.75,2
刘刚,6.75,2
李俊浩,6.75,2
_乃_,6.75,2
林淑敏,6.75,11
潘虹,6.75,66
侯天来,6.75,32
吕平滢,6.75,2
黄长兴,6.75,10
潘元甲,6.75,4
周渝民,6.75,14
秦海璐,6.75,35
_秀惠,6.75,2
刘宝文,6.75,2
莫美林,6.75,2
韩丹彤,6.75,6
杨嘉诺,6.75,4
童瑶,6.75,15
马玉红,6.75,2
增山裕纪,6.75,2
郭帅,6.75,2
陈柏宇,6.75,2
茹天,6.75,2
王月,6.75,4
黄光亮,6.74,5
刘劲,6.74,30
王敏德 ,6.74,5
陈卫,6.74,9
张洪杰,6.74,18
王青,6.74,10
杨冬,6.74,7
李建新,6.74,8
王_,6.74,20
郭田_,6.74,7
罗敏庄,6.74,7
高亚麟,6.74,27
季芹,6.74,7
高姝瑶,6.74,9
李千娜,6.74,7
郑昊,6.74,13
范冰冰,6.74,40
车保罗,6.73,3
徐扬,6.73,3
林其欣,6.73,3
陈华鑫,6.73,7
赵芙丽,6.73,3
蒙亭宜,6.73,3
秦一铭,6.73,3
龙冠武,6.73,3
刘仪伟,6.73,7
王彪,6.73,3
陈炜,6.73,34
翟乃社,6.73,3
李思欣,6.73,3
佟凡,6.73,3
杨雯雯,6.73,3
任洛敏,6.73,3
平田康之,6.73,3
赖琳恩,6.73,6
吴卓羲,6.73,43
蔡明,6.73,16
杨卓娜,6.73,11
元华,6.73,24
谢宁,6.73,22
王卓淇,6.73,3
李静,6.73,12
钟欣怡,6.73,3
姜寒,6.72,5
宗晓军,6.72,6
曾黎,6.72,32
林敬刚,6.72,10
夏_,6.72,4
李钰,6.72,4
蔡晶,6.72,4
刘德凯,6.72,52
章婷婷,6.72,4
陈慧娟,6.72,4
左百学,6.72,4
赵玲琪,6.72,14
金士杰,6.72,11
商蓉,6.72,9
柳彬,6.72,6
简_书,6.72,6
赵会南,6.72,9
梅年佳,6.72,5
徐向东,6.72,4
雷佳,6.72,4
胡宇崴,6.72,4
李小冉,6.72,44
铁伟光,6.72,4
莫家淦,6.72,6
白敬亭,6.72,4
郑则仕,6.72,30
王子子,6.72,6
马之秦,6.72,5
王珞丹,6.72,16
罗家英,6.71,21
苇青,6.71,7
萧凯欣,6.71,7
马国明,6.71,51
张宁江,6.71,8
赵文卓,6.71,20
聂鑫,6.71,8
岳丽娜,6.71,8
杨谨华,6.71,20
路斯明,6.71,8
刘畅,6.71,15
郭晓婷,6.71,17
戴春荣,6.71,34
赵正平,6.7,4
_惠瑜,6.7,1
刘国华,6.7,1
简而清,6.7,1
王浩歌,6.7,2
钟祺,6.7,2
比莉,6.7,1
_振_,6.7,1
周传雄,6.7,1
孔令西,6.7,1
张永达,6.7,1
承恩,6.7,1
黄凯芹,6.7,1
潘迪,6.7,1
田青,6.7,1
王俪桦,6.7,1
张红宇,6.7,1
林燕明,6.7,1
屈刚,6.7,6
何昭_,6.7,1
_健_,6.7,1
莫镇贤,6.7,1
何强,6.7,1
马小军,6.7,1
蔡_,6.7,1
王朴,6.7,1
关心妍,6.7,1
郭昱晴,6.7,2
李贞贤,6.7,1
朱晓春,6.7,1
姚鸿明,6.7,1
谢宛婷,6.7,3
刘潇,6.7,1
赵俊博,6.7,1
洪涂,6.7,1
吴敬杰,6.7,1
李家怄,6.7,1
王大安,6.7,2
盛石头,6.7,1
吴一,6.7,1
王子刚,6.7,1
王怡仁,6.7,3
陈青,6.7,1
包荣康,6.7,2
张承,6.7,2
刘义,6.7,1
张俊鸿,6.7,1
秦晓洋,6.7,1
张静懿,6.7,3
露芙,6.7,1
欧子欣,6.7,1
林子萱,6.7,1
林欣彤,6.7,1
朱峰,6.7,3
朱_婷,6.7,1
项博,6.7,1
肖华荣,6.7,2
陈慧琳,6.7,1
王蓓,6.7,1
王靖怡,6.7,1
孙杨,6.7,2
谢金燕,6.7,1
千田__,6.7,1
王自健,6.7,1
叶大鹰,6.7,1
黄嘉豪,6.7,1
杨翌,6.7,1
戴天晴,6.7,1
伍乐文,6.7,1
胡文阁,6.7,1
横内晶,6.7,1
杨明颐,6.7,1
刘一舟,6.7,1
周世艺,6.7,1
韩静茹,6.7,1
郭京波,6.7,1
彭歆,6.7,1
焦曼婷,6.7,1
陈良平,6.7,2
欧弟,6.7,1
王源,6.7,6
易小星,6.7,6
薛白,6.7,1
王莹莹,6.7,1
钟镇涛,6.7,5
周瑾,6.7,1
田璐,6.7,1
王龙威,6.7,1
徐东,6.7,1
万峰,6.7,1
熊欣欣,6.7,2
伏玟晓,6.7,1
庄越均,6.7,1
赵虎,6.7,1
艾伟,6.7,17
丘梓宏,6.7,1
王东辉,6.7,1
林乐遥,6.7,1
林宇阳,6.7,1
邓玉婷,6.7,1
李玉华,6.7,1
王冠男,6.7,1
全解放,6.7,1
方季韦,6.7,2
冯小勐,6.7,1
袁莉,6.7,1
李嘉晋,6.7,1
章景恒,6.7,1
王俊,6.7,3
高郡伟,6.7,3
关梓阳,6.7,1
嘉骏,6.7,1
赵冰,6.7,1
唐嘉麟,6.7,1
郭嘉文,6.7,1
关伊彤,6.7,1
丁鹏,6.7,1
饶林红,6.7,1
刘德,6.7,1
袁玉良,6.7,1
林洁恒,6.7,1
许戈,6.7,1
罗雅菁,6.7,1
裴中中,6.7,1
郭绍恒,6.7,1
晨辰,6.7,1
邱琦雯,6.7,4
陈雅伦,6.7,2
林海,6.7,1
彭丹,6.7,6
郭震,6.7,2
何远东,6.7,5
刘世杰,6.7,2
贺庆智,6.7,1
杜甜,6.7,1
高俊文,6.7,4
何宇均,6.7,1
马秋梓,6.7,1
潘婕,6.7,2
周骏超,6.7,1
赵海燕,6.7,2
嘉玲,6.7,2
马德钟,6.7,42
聂远,6.7,42
钱柏渝,6.7,2
张学津,6.7,1
洪天明,6.7,6
张雅涵,6.7,1
刘倩,6.7,1
李昊宇,6.7,1
姚侃,6.7,1
宋洁,6.7,1
宋茹慧,6.7,1
邓欣,6.7,1
高凯,6.7,1
傅晓,6.7,1
候彦西,6.7,1
王美英,6.7,1
储小蕾,6.7,2
吕夏葳,6.7,1
马伦,6.7,1
钱哆多,6.7,2
薛山,6.7,4
杨镇,6.7,2
宝咖咖,6.7,2
吴仲强,6.7,2
郭锡瑞,6.7,1
王思雅,6.7,4
李颖芝,6.7,2
陈男,6.7,3
俞明,6.7,2
官鑫,6.7,1
周旭奇,6.7,3
刘尚娴,6.7,1
郭新,6.7,1
董杰,6.7,1
韩松,6.7,1
茅圆君,6.7,1
陈诗丹,6.7,1
徐佳婧,6.7,1
梁俊雯,6.7,1
车仁表,6.7,3
吴京,6.7,19
王彩莉,6.7,2
于震宇,6.7,1
力平,6.7,1
姚未平,6.7,2
郭小东,6.7,1
宋茹惠,6.7,1
王征宇,6.7,1
韦弈波,6.7,1
李芳,6.7,1
王鹏凯,6.7,6
董彦麟,6.7,2
魏小海,6.7,1
徐福来,6.7,2
马圆圆,6.7,1
王烛明,6.7,1
赵文_,6.7,35
翟煦飞,6.7,1
蕴衡,6.7,1
周浩,6.7,1
张存珠,6.7,1
严永_,6.7,1
余妮,6.7,2
闫光明,6.7,3
姚芊羽,6.7,27
齐一闻,6.7,1
源唯杰,6.7,3
纪培慧,6.7,2
范军,6.7,1
刘东,6.7,3
徐 帆,6.7,1
苏丽明,6.7,7
曹随风,6.7,1
石田壹成,6.7,1
乔立生,6.7,3
段静,6.7,1
孙亚男,6.7,1
林笑石,6.7,1
杨梓艺,6.7,1
杨宝河,6.7,1
安翅,6.7,1
谢波,6.7,1
陈浩文,6.7,1
何子君,6.7,1
马媛,6.7,1
陈语安,6.7,2
连晨翔,6.7,2
王成思,6.7,1
韩马利,6.7,27
刘浩,6.69,11
戴君竹,6.69,8
杨丞琳,6.69,19
王宝强,6.69,10
任珈锐,6.69,8
车永莉,6.69,9
李佳颖,6.69,7
寇占文,6.69,12
蔡文静,6.69,13
吴中天,6.69,8
张智轩,6.69,12
赵君,6.69,16
徐熙颜,6.69,9
傅艺伟,6.69,30
苑冉,6.69,12
袁咏仪,6.69,32
罗天池,6.69,8
姚安濂,6.68,36
赵丽娟,6.68,31
李志希,6.68,8
方野,6.68,4
耿乐,6.68,30
张庆庆,6.68,4
张宛庭,6.68,4
路嘉欣,6.68,6
矢野浩二,6.68,16
崔志刚,6.68,8
黄翠如,6.68,13
董洁,6.68,21
孙梦佳,6.68,5
谢祖武,6.68,25
方伊琪,6.68,5
李帅,6.68,6
巴多,6.68,4
李滨,6.68,6
周惠林,6.68,4
是安,6.68,8
曹曦文,6.68,19
是元介,6.68,6
王凯,6.68,20
王佳宁,6.68,10
许歌,6.68,9
蔡思贝,6.68,8
白雷森,6.67,3
谭嘉仪,6.67,3
白澍,6.67,3
曹颖,6.67,28
林心如,6.67,51
韩东,6.67,3
代乐乐,6.67,18
李阳,6.67,3
莫伟文,6.67,3
蔡子伦,6.67,3
钱韦杉,6.67,4
崔林,6.67,7
刘天龙,6.67,7
徐二牛,6.67,3
陈庭欣,6.67,9
孙慧雪,6.67,10
吴肇轩,6.67,3
孔连顺,6.67,13
洪连城,6.67,3
衣云鹤,6.67,4
赵力强,6.67,3
陈有后,6.67,3
赵岩松,6.67,6
黄梓玮,6.67,6
归亚蕾,6.67,34
韩瑜,6.67,3
吴云飞,6.67,6
周诗璇,6.67,6
姜超,6.67,32
洪林小湛,6.67,3
马以,6.67,6
王祖蓝,6.67,15
郝光,6.67,3
刘钇彤,6.67,7
魏子昕,6.67,3
顾定轩,6.67,3
向能,6.67,3
李泽锋,6.66,10
梁正群,6.66,7
衣珊,6.66,9
黄浩然,6.66,31
沈保平,6.66,20
刘诗诗,6.66,21
郭常辉,6.66,5
王同辉,6.66,28
李培铭,6.66,5
郭军,6.66,9
马晓伟,6.66,24
刘红雨,6.66,8
王雅捷,6.66,29
黄维德,6.66,26
胡可,6.66,44
秦卫东,6.66,16
黄继鹏,6.65,2
白海龙,6.65,4
曹桐睿,6.65,2
杨均柏,6.65,2
王冲,6.65,2
范志博,6.65,8
严艺丹,6.65,2
陈艾熙,6.65,2
百克力,6.65,2
董三毛,6.65,2
刘烨,6.65,20
施懿,6.65,2
张琼姿,6.65,4
郑萍,6.65,4
付蓉儿,6.65,2
范仲恒,6.65,2
尹昭德 ,6.65,4
朱婉仪,6.65,2
常荻,6.65,2
马蹄露,6.65,13
张逗逗,6.65,2
佟大为,6.65,36
石筱群,6.65,11
陈景昆,6.65,2
钟煌,6.65,2
祝钒刚,6.65,2
高露,6.65,24
杨_泳,6.65,2
陈子丰,6.65,2
肖辉,6.65,6
洪宗义,6.65,2
彭波,6.65,2
郭昊伦,6.65,15
岑宝儿,6.65,2
宋梓侨,6.65,2
贾小双,6.65,2
李素云,6.65,2
许亦妮,6.65,2
穆雷克,6.65,2
王志,6.65,2
范文雅,6.65,8
郭苏星,6.65,2
郝文学,6.65,2
金玉婷,6.65,13
程实,6.65,2
吴玉芳,6.65,15
孙鹏,6.65,4
范筱梵,6.65,4
马军勤,6.65,2
付悦,6.65,2
秦语,6.65,6
潘敏世,6.65,2
张永祥,6.65,2
沈震轩,6.65,10
习先锋,6.65,2
尹相杰,6.65,2
田淼,6.65,6
钟建文,6.65,2
王玉玲,6.65,2
梁烈唯,6.65,21
