剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
西施,1987,宗华 / 刘俊杰 / 陈烈,蕫升 / 高庸,冯宝宝 / 范鸿轩 / 张复建 / 周筱云 / 马惠珍 / 宗华 / 金超群 / 杜满生 / 蓝文青 / 乔可欣 / 张媛婷 / 解淑珺 / 谢兴 / 鹿峰 / 杨雄,剧情 / 爱情 / 传记 / 历史,台湾,40,,7.5,49
爱的生存之道,2013,瞿友宁 / 李青蓉,杜政哲,隋棠 / 杨祐宁 / 庄凯勋 / 谢沛恩,爱情,台湾,13,76,7.5,725
没有名字的甜点店,2013,许富翔,林涵,张榕容 / 刘以豪 / 修杰楷 / 黄荻钧,剧情 / 爱情,台湾,14,,7.5,664
小资女孩向前冲,2011,徐辅军,方泓仁 / 黄宣颖 / 黄诗婷,邱泽 / 柯佳嬿 / 温升豪 / 李毓芬,剧情 / 爱情,台湾,25,70,7.5,2597
青春六人行,2001,,,徐熙娣 / 阿雅 / 陈建州 / 李威 / 周群达 / 吴佩文,剧情 / 喜剧 / 短片,台湾,15,40,7.5,790
少年张三丰,1991,王,,何家劲 / 魏秋桦 / 李小璐,剧情 / 动作 / 爱情 / 武侠 / 古装,台湾,24,,7.5,596
燕翎义薄云天,1995,陈明华,,天心 / 午马 / 狄龙 / 龙隆 / 林秀玲 / 狄威,武侠,台湾,20,,7.5,282
放羊的星星,2007,陈铭章,杜欣怡 / 潘逸群 / 陈昕怡 / 王艺婷,林志颖 / 刘荷娜 / 立威廉 / 李威 / 洪小铃,爱情,台湾,20,90分钟(台视版) / 60分钟(海外版),7.5,32049
新孽海花传奇,1995,何麒,,赵雅芝 / 叶童 / 陈孝萱,奇幻 / 古装,台湾,19,40,7.5,497
王子变青蛙,2005,陈铭章 / 刘俊杰,罗彩娟,陈乔恩 / 明道 / 王少伟 / 赵小侨 / 黄玉荣 / 祝钒刚 / 隋棠 / 赵舜 / 安东尼 / 苏立欣 / GINO,剧情 / 喜剧 / 爱情 / 歌舞,台湾,20,64分钟 / 45,7.5,30272
终极三国,2009,廖斐鸿,,胡宇崴 / 林伯彦 / 班杰 / 李绍祥 / 陳乃榮,剧情 / 动作 / 科幻 / 冒险,台湾,53,72,7.5,5588
蔷薇之恋,2003,瞿友宁,邹湘秦 / 徐玉桦,陈嘉桦 / 郑元畅 / 黄志玮,,台湾,24,,7.5,8217
命中注定我爱你,2008,陈铭章,陈炘怡 / 杜欣怡 / 王国光 / 吴至伟,陈乔恩 / 阮经天 / 陈楚河 / 白歆惠 / 余炳贤 / 王绢 / 岳跃利,喜剧 / 爱情,台湾,24,47,7.5,48323
神雕侠侣,1984,何东兴,张信义,孟飞 / 潘迎紫 / 傅娟,剧情 / 爱情 / 武侠 / 古装,台湾,30,,7.5,486
爱情合约,2004,许肇任,雪容,贺军翔 / 林依晨 / 张睿家 / 韩智炜 / 林逸宏 / 钟欣愉 / 郭妃丽,爱情,台湾,23,,7.5,3644
人际关系事务所,2018,吴建新,蔡沂澄 / 柯雁心 / 潘怡豪,曹佑宁 / 郭书瑶 / 王柏杰 / 马志翔 / 阳靓 / 汤志伟 / 陈为民 / 欧阳伦,剧情,台湾,24,45,7.5,409
欢喜来逗阵,2008,明金成 / 杨冠玉,叶家玲 / 禹元元,苗可丽 / 张晨光 / 张宇 / 六月 / 王绍伟 / 戴君竹,喜剧 / 爱情 / 家庭,台湾,161,,7.5,628
小侠龙旋风,1990,邓育昆,,陈志朋 / 吴奇隆 / 朱宝意,剧情 / 动作 / 科幻 / 古装,台湾,30,40,7.5,2835
大红灯笼高高挂,1992,蒲腾晋 / 郑健荣,,刘德凯 / 陈玉莲 / 秦风,剧情,台湾,35,,7.4,549
波丽士大人,2008,王小棣,王小棣 / 温郁芳 / 黄黎明 / 黄琼慧 / 张可欣 / 廖士涵 / 柯雁心 / 庄慧秋,蓝正龙 / 林佑威 / 桂纶镁 / 郑有杰 / 谢沛恩 / Judy / 马志翔,,台湾,24,,7.4,1208
双面佳人,1986,,陸君強,宋冈陵 / 张晨光 / 姜厚任,剧情,台湾,20,50,7.4,242
千言万语,1996,,,张玉嬿 / 焦恩俊 / 林瑞阳,,台湾,20,,7.4,233
谎言游戏,2014,鄧安寧 / 胡学林,,陈嘉桦 / 吴慷仁 / 柯宇纶 / 李维维,剧情 / 悬疑,台湾,13,,7.4,209
美好年代,2016,明金成,张绮恩 / 李婕瑀,布魯斯 / 刘奕儿 / 池端玲名 / 黄仁德 / 杨铭威 / 大文 / 安俊朋 / 陈敬宣 / 陈志强 / 马念先 / 王宇婕 / 邵昕 / 小甜甜,,台湾,65,60,7.4,65
情浓半生缘,1986,,,傅涓 / 曾伟权 / 杨洁玫 / 汤志伟 / 何茹云 / 梁修身,,台湾,10,,7.4,63
花是爱,2012,黄天仁,简奇峰 / 林欣慧,吴慷仁 / 周幼婷 / 周群达 / 夏于乔 / 金勤 / 罗平 / 林利霏 / 陈势安 / 罗北安 / 蔡振南 / 黄瀞怡 / 徐贵樱 / 夏如芝 / 黄腾浩 / 陈乃荣 / 刘堇萱 / 范时轩 / 刘语欣 / 路斯明 / 蔡淑臻 / 小甜甜 / 何予曦,爱情,台湾,16,,7.4,471
多桑与红玫瑰,2001,梁修身,陈文玲(原著) / 温丽芳,刘嘉玲 / 蓝正龙,传记,台湾,54,,7.4,63
热血青春,2009,林清振 / 江丰宏 / 陈奕先,谢叔芳 / 李旭敏,陆廷威 / 李至正 / 周咏轩 / 傅小芸 / 思漩 / 古斌,剧情,台湾,20,,7.4,51
麻辣高校生,2002,柯钦政,胡宁远 / 方懿德,屈中恒 / 陈幼芳 / 张勋杰 / 安以轩 / 李天柱 / 刘亮佐 / 庹宗康 / 林利霏 / 范筱梵 / 谢承均 / 张善为 / 郭品超 / 潘玮柏,,台湾,25,,7.4,42
笑看良缘,1995,,,赵雅芝 / 叶童 / 彭伟华 / 惠英红 / 郑平君 / 孟庭丽 / 康凯 / 尹宝莲 / 李倩 / 乾德门 / 洪瑞霞,喜剧 / 爱情 / 古装,台湾,21,45,7.4,192
发现生活新味,2011,连奕琦,,李康宜 / 张书豪 / 蔡颐榛 / 谢欣颖 / 纳豆 / 林暐恒 / 李维维 / 张少怀 / 李律 / 蔡昌宪 / 叶羿君 / 张睿家 / 曾允柔 / 侯彦西 / 曾沛慈 / 蓝钧天 / 李千娜 / 王宥胜 / 陈庭妮 / 李迪恩 / 唐青慧 / 曾少宗 / 杨子姗 / 吴中天,剧情 / 爱情,台湾,12,5-6分鐘,7.4,461
乌龙师徒,1996,,,张世 / 顾宝明 / 释小虎,,台湾,40,,7.4,59
情义无价,1988,赖水清,夏美华,寇世勋 / 张晨光 / 戚美珍 / 邱于庭 / 倪诗蓓 / 陈莎莉,,台湾,36,,7.4,1132
苍天有泪,1998,李平,琼瑶,焦恩俊 / 朱茵 / 蒋勤勤 / 庹宗华 / 陈昭荣 / 陈明真 / 岳跃利 / 邓婕 / 韩振华,剧情 / 爱情,中国大陆 / 台湾,24,43,7.4,9070
江山美人,1997,蒲腾晋,关展博 / 陈丽华,张玉嬿 / 元彪 / 孙兴 / 徐少强,剧情 / 喜剧 / 武侠 / 古装,台湾,20,50,7.4,63
小李飞刀,1999,袁和平 / 鲁晓威 / 李翰韬,陈文贵 / 朱羽,焦恩俊 / 贾静雯 / 俞飞鸿 / 萧蔷 / 吴京 / 范冰冰 / 林利 / 郑佳欣 / 陈凯 / 高雄 / 任泉,武侠 / 古装,中国大陆 / 台湾,40,45,7.4,36337
CODE浮士德游戏,2016,詹大為,,吴慷仁 / 谢沛恩 / 贾孝国 / 张翰,科幻 / 悬疑,台湾,10,7,7.4,117
花木兰,1998,赖水清 / 李惠民,关展博 / 陈丽华,袁咏仪 / 赵文卓 / 孙兴 / 钮承泽 / 郑佩佩 / 李立群 / 李志希 / 关礼杰 / 岳跃利 / 刘孜 / 张铁林 / 陈宝国 / 焦恩俊 / 葛蕾 / 崔红红 / 王茜 / 董晓燕 / 金书贵 / 刘家 / 叮当 / 阴爱国 / 刘勇 / 黑子 / 杜连孝 / 屈中恒 / 杜鹏 / 乌兰齐齐格 / 李振起 / 晋松 / 贺镪 / 蓝英君 / 王芙娟,动作 / 武侠,台湾 / 中国大陆,48,45,7.4,17876
爱上哥们,2015,陈戎晖,方孝仁 / 陈碧真 / 邵慧婷 / 林珮瑜 / 郑涵文,陈楚河 / 赖雅妍 / 毕书尽 / 李绍祥 / 杨铭威 / 陈语安 / 陶嫚曼 / 夏靖庭  / 汤志伟 / 王家梁 / 刘瑞琪 / 王绢 / 周晓涵 / 庹宗华 / 陈为民 / 蔡瑞泽 / 恬恬 / 何洁柔 / 邱苡媃,剧情 / 爱情,台湾,18,90,7.4,4555
戏说乾隆第二部,1993,范秀明 / 李力安,,郑少秋 / 黎美娴 / 江淑娜,剧情 / 古装,台湾 / 中国大陆,20,40,7.4,1625
霹雳MIT,2008,林清振,陈惠真 / 谢叔芳,炎亚纶 / 黄鸿升 / 陆廷威 / 吴映洁 / 范玮琪 / 田丽,剧情 / 爱情 / 悬疑 / 惊悚 / 恐怖,台湾,16,,7.4,5137
爱情风暴美丽99,2004,冯凯,叶云樵 / 温丽芳 / 黄玉钦,窦智孔 / 张惠春 / 张善为 / 赵宇绮 / 张淯茜 / 沈时华 / 徐洁儿 / 王耀庆 / 唐治平 / 翁家明 / 陈亚兰 / 龙劭华 / 郭定文 / 李天柱,剧情 / 爱情 / 家庭,台湾,53,46,7.4,652
必娶女人,2015,于中中,,邱泽 / 柯佳嬿 / 张怀秋 / 曾之乔 / 柯淑勤 / 陈文彬 / 葛蕾 / 梁正群 / 陈大天 / 李宗霖 / 狄志杰,剧情 / 爱情,台湾,15,90,7.4,606
蒲公英,2005,于建福,陶海,胡歌 / 孙莉 / 关颖 / 袁弘 / 杜志国 / 谭耀文 / 洪乙心 / 潘仪君 / 陶泽如 / 郑佩佩,剧情 / 爱情,中国大陆 / 台湾,22,40,7.4,1709
麻辣鲜师,2000,张哲书 / 柯钦政,周明明 / 胡宁远 / 孙法钧 / 谢祖武,潘玮柏 / 言承旭 / 朱孝天 / 杜诗梅 / 谢祖武 / 叶民志 / 贾欣惠 / 郭昱晴 / 林韦君 / 周幼婷 / 和家馨 / 乾德门 / 明金成 / 陈若芝 / 胡晴雯 / 徐敏 / 后藤希美子 / 霍建华 / 蔡淑臻 / 罗志祥,剧情 / 喜剧 / 爱情,台湾,198,,7.4,470
金光御九界之魆妖纪,2017,李建忠 / 王钟庆,三弦 / 季电 / 左秋 / 阿马 / 姜寻,廖昭忠 / 陈柏仲 / 黄德谅 / 陈宪忠 / 吴振华 / 黄燕飞 / 吴筱丹 / 黄佑任 / 王柏尧 / 赖文贤,武侠 / 古装,台湾,32,,7.4,147
青梅竹马,1994,王玫,金士会,方文琳 / 翁家明 / 姜厚任 / 李烈 / 潘仪君 / 林立洋 / 趙學煌 / 田丽,爱情,台湾,30,,7.3,73
胭脂花红,1996,梁修身,,焦恩俊 俞小凡 / 张庭 林炜,,台湾,40,,7.3,43
艾曼纽要怎样,2006,戎俊义,马竞达 / 费诚 / 阮文弘 / 陈虹洁,黄嘉千 / 谢祖武 / 屈中恒 / 张本渝 / 杨琪,,台湾,88,,7.3,42
武状元苏灿,2001,杨绍鸿,,谢君豪 / 罗家英 / 何宝生 / 张茜 / 谢娜,喜剧 / 爱情 / 古装,香港 / 台湾,20,,7.3,70
侠义见青天,1994,赖水清,徐达初,刘松仁 / 叶童 / 张世 / 万梓良 / 恬妞 / 谢祖武,武侠,中国大陆 / 香港 / 台湾,40,,7.3,78
心动列车,2003,王明台,,苏有朋 / 许慧欣 / 徐怀钰 / 施易男 / 蔡灿得 / 张孝全 / 苏慧伦 / 李李仁 / 潘玮柏,,台湾,20,,7.3,121
天平上的马尔济斯,2008,王明台,黄志翔,李康宜 / 林佑威 / 馬志翔 / 陸明君 / 太保 / 張世,,台湾,20,,7.3,188
江湖小子,1997,馬亞民,刘骐,张卫健 / 焦恩俊 / 陈德容 / 陈孝萱,喜剧 / 爱情 / 武侠 / 古装,台湾,28,46,7.3,334
温柔的慈悲,2012,邓安宁 / 余倩倩,,胡安安 / 黄腾浩 / 李佳颖,剧情,台湾,15,90,7.3,52
蓝色水玲珑,2003,陈翘英,田丰,朱国宏 / 林芷薇 / 张希爱 / 林玉紫 / 林小楼 / 周明增 / 盛竹如,恐怖 / 犯罪,台湾,,70,7.3,86
我只在乎你,2005,王晓海 / 龚琼娇,,彭于晏 / 刘松仁 / 涂善妮 / 唐文龙 / 何如芸 / 杨谨华 / 陈亦飞 / 李康宜,,台湾,28,,7.3,452
绝代双骄,1999,李国立,秋婷,林志颖 / 苏有朋 / 陈德容 / 李绮虹 / 郑嘉颖 / 林瑞阳 / 于莉 / 李立群 / 张瑞竹,剧情 / 武侠 / 古装,台湾 / 中国大陆,40,,7.3,32949
情定少林寺,1996,李朝永 / 王圻生 / 龙冠武,,坣娜 / 林芳兵 / 王伯昭 / 徐敏 / 陈法蓉 / 周绍栋,古装,中国大陆 / 台湾,30,,7.3,203
同乐会,2015,林子平,吳美枝,利晴天 / 布鲁斯 / 刘奕儿 / 黄姵嘉 / 谢沛恩 / 陈景炀,剧情 / 爱情 / 同性,台湾,15,25,7.3,1265
深闺梦里情,1994,梁修身,汪碧君,刘锡明 / 涂善妮 / 李志希 / 黄仲昆 / 许淑苹 / 季芹 / 苏亿菁 / 李秉桦 / 周淑桦,,台湾,30,,7.3,74
天地传说之鱼美人,2000,卫翰韬 / 郑基成 / 黄伟明,秋婷,徐怀钰 / 郭晋安 / 张智尧 / 孙莉 / 郑嘉颖 / 梁家仁 / 何嘉文 / 杨旻娜 / 刘牧 / 葛蕾 / 姜鸿,爱情 / 奇幻 / 古装,香港 / 台湾,20,40,7.3,16462
着魔,2017,阿黛蒙德·李,林珮瑜,森竣 / 任祐成 / 陈沂 / 李家庆 / 美强生,剧情 / 爱情 / 同性,台湾,4,20,7.3,3556
就想赖着你,2010,柯翰辰,,言承旭 / 陈嘉桦 / 袁文康 / 张勋杰 / 陈紫函 / 周晓涵 / 小小彬,喜剧 / 爱情,台湾,16,40,7.3,11571
我要变成硬柿子,2007,杨冠玉,禹元元  / 叶家玲,杨铭威 / 陈意涵 / 王乐妍 / 陈德烈 / 李易 / 高以翔 / 洪诗,,台湾,20,,7.3,1428
稍息立正我爱你,2017,黄天仁,简奇峰 / 林欣慧,曾之乔 / 邱胜翊 / 郭书瑶 / 王以纶 / 简廷芮 / 徐诣帆 / 陈珮骐 / 许光汉 / 曲献平 / 高振鹏 / 白静宜 / 吴子霏 / 沈昶宏 / 柯佳嬿 / 蓝心湄 / 王道南 / 邱凯伟 / 柯淑勤 / 刘子千 / 谢坤达 / 郎祖筠,喜剧 / 爱情,台湾,15,45,7.3,1961
美男鱼澡堂,2018,税成铎,詹仁雄,李沛旭 / 赖琳恩 / 陈昊森 / 张雁名 / 杨镇,剧情 / 喜剧 / 同性 / 奇幻,台湾,8,12,7.3,959
浮士德的微笑,2016,陈戎晖,杜欣怡 / 王玉琪,张立昂 / 刘奕儿,剧情 / 爱情 / 悬疑,台湾,19,90,7.3,681
天黑请闭眼,2016,陈玉勋 / 柯贞年,柯贞年 / 王孔澂 / 陈世杰 / 王詞仰 / 詹俊杰 Chun-Chieh Chan / 詹俊杰 / 傅凯羚 / 吴翰杰 Han-Jie Wu,张书豪 / 简嫚书 / 陈祎伦 / 朱盛平 / 孙可芳 / 徐钧浩 / 赖佩霞 / 藍雅芸 / 曹晏豪 / 黃迪揚 / 黄尚禾,悬疑 / 惊悚,台湾,7,,7.3,6033
惊异传奇,2006,张哲书 / 万世忠 / 焦峰,,杜德伟 / 陈志朋 / 路嘉欣 / 夏宇乔 / 柯以柔 / 张克帆 / 唐从圣 / 溫兆宇,剧情,台湾,26,,7.2,106
杨贵妃,1986,制作：宗华,,冯宝宝 / 宗华 / 张复建 / 王瑞林 / 金超群 / 常枫 / 官晶华,剧情,台湾,20,50,7.2,151
苍天有眼,1995,,,焦恩俊 / 张庭,武侠 / 古装,台湾,26,,7.2,102
独家保镖,2016,郝心翔,林珮瑜 / 陈文梓 / 刘存菡 / 吴香颖 / 张贻婷,谢佳见 / 黄薇渟 / 洪小铃 / 孙沁岳,剧情 / 动作 / 爱情,台湾,65,60,7.2,93
意乱情迷,1988,,,席曼宁 / 马景涛 / 艾伟 / 车轩 / 崔佩仪 / 丁也恬,,台湾,20,,7.2,39
妈，亲一下,2013,郑芬芬,九把刀 / 黄雨佳 / 曾显章 / 蔡怡芬,廖峻 / 潘丽丽 / 梁正群 / 柯有伦 / 蔡旻佑 / 夏于乔 / 杨晴 / 方志友 / 颜永烈 / 小甜甜 / 寇家瑞 / 周杨英 / 陈乃荣,家庭,台湾,15,,7.2,61
我和我的兄弟·恩,2011,于中中,徐佩咏,吴映洁 / 东於哲 / 胡宇威 / 陈泽耀 / 郭晓东 / 周晓涵 / 邹承恩 / 钟欣怡 / 陈淑芳 / 应采灵 / 叶民志 / 谢丽金 / 林健辉 / 郭书瑶 / 温岚 / 王宇婕 / 那维勋 / 地球 / 巨炮 / 管谨宗 / 艾成,剧情 / 爱情 / 家庭,台湾 / 马来西亚,20,,7.2,91
新鸳鸯蝴蝶梦,新鸳鸯蝴蝶梦,刘立立,丁善玺,焦恩俊 / 龚慈恩,,台湾,20,,7.2,72
后菜鸟的灿烂时代,2016,郝心翔 / 柯政铭,王宥蓁 / 张芳瑛 / 詹韵如 / 徐珪莹 / 孙诗帆 / 陈昭妙 / 庄心辅,曾之乔 / 炎亚纶 / 李运庆 / 赖琳恩 / 陶传正 / 宝弟 / 夏如芝 / 龙劭华,剧情 / 爱情,台湾,17,90,7.2,1093
梦断江南,1990,,,俞小凡 / 张晨光,,台湾,43,,7.2,67
逆风18,2009,于中中,,Chin / 陈泽耀 / 钟欣怡 / 林宇中 / 光良 / 李玖哲,,台湾 / 马来西亚 / 泰,13,,7.2,41
霹雳兵燹之问鼎天下,2011,王嘉祥,周郎   伯风,素还真 / 叶小钗 / 一页书,剧情 / 武侠 / 古装,台湾,40,60~70,7.2,242
四千金,1997,,王蕙玲,郑家榆 / 张之怡 / 贾静雯 / 归亚蕾 / 江明 / 岳翎,,台湾,60,,7.2,173
超级女巡按,超級女巡按,,,潘迎紫 / 焦恩俊 / 赵雅芝 / 贝心瑜 / 崔浩然 / 姜厚任,,台湾,39,,7.2,29
乱世不了情,1994,赖建国,,赵雅芝 / 叶童 / 施懿,,台湾,18,,7.2,218
钟楼爱人,2017,郝心翔,许芸齐 / 乌得纸,周汤豪 / 孟耿如 / 黄薇渟 / 张捷 / 罗北安 / 苗可丽 / 杨铭威 / 郭鑫 / 藍雅芸,剧情 / 爱情,台湾,16,90分钟（含广告）,7.2,748
真爱趁现在,2012,连春利,邵慧婷 / 林珮瑜 / 郑英敏 / 黄湘玟,陈庭妮 / 胡宇威 / 窦智孔 / 李维维 / 张怀秋 / 陈泓宇 / 魏蔓 / 阳咏存 / 沈孟生 / 颜嘉乐 / 杨洁玫 / 沈海蓉 / 吴仲强 / 刘堇萱 / 吴芮甄 / 东野 / 黄昱豪 / 林欣蓓 / 黄建豪 / 许腾方 / 高振鹏 / 刘香君 / 铁克 / 徐维孝 / 吴思育 / 洪晨颖 / 柯素云 / 张熙恩 / 张勋杰 / 豆豆,爱情,台湾,72,60,7.2,942
白袍下的高跟鞋,2014,叶鸿伟,李登雅 / 费工怡,黄腾浩 / 赖雅妍 / 路斯明,剧情 / 爱情,台湾,6,90,7.2,76
我和我的十七岁,2016,周晓鹏,禹元元 / 蔡芳纭,李国毅 / 谢欣颖 / 王家梁 / 鄭茵聲 / 周晓涵,剧情 / 喜剧 / 爱情,台湾,15,90,7.2,459
爱情白皮书,2002,杨大庆,,杨丞琳 / 余文乐 / 范玮琪 / 彭于晏 / 李元伯,剧情 / 爱情,台湾,14,,7.2,7308
秦始皇与阿房女,1995,李作楠,丁善玺,刘德凯 / 赵雅芝 / 王思懿 / 张振寰 / 李欣 / 古铮,剧情 / 爱情 / 古装,台湾,40,40,7.2,3063
一帘幽梦,1996,蔡扬名 / 陈明义,琼瑶 / 林久瑜,陈德容 / 林瑞阳 / 萧蔷 / 刘德凯 / 刘玉婷 / 勾峰 / 李丽凤 / 陈仙梅,剧情 / 爱情,台湾,47,45,7.2,13394
莫非，这就是爱情,2015,叶天伦 / 李青蓉,王若婷 / 方懿德 / 吴香颖 / 陈妡盈,唐禹哲 / 李佳颖 / 简宏霖 / 王思平,爱情,台湾,18,90,7.2,513
青蛇与白蛇,2001,赖水清 / 谢益文 / 曾丽珍,关展博 / 陈丽华,范文芳 / 焦恩俊 / 张玉嬿 / 李铭顺 / 宋达民,剧情 / 喜剧 / 动作 / 爱情,台湾 / 新加坡,30,45,7.2,1031
喜欢·一个人,2014,林宏杰,,刘以豪 / 郭雪芙 / 赖琳恩 / 李绍祥 / 简宏霖 / 巴钰 / 林欣蓓 / 梅贤治 / 孙沁岳 / 曾允柔 / 李迪恩 / 张复建 / 胡佩莲 / 陈仲熙 / 黄雅珉 / 曾柏崴 / 罗茂铨 / 林芷薰 / 蒋伟文,爱情,台湾,22,75,7.2,451
珍珠传奇,1987,俞珍珠,章君毅,施思 / 寇世勋 / 姜厚任 / 陈玉玫 / 应晓薇 / 程惠,剧情,台湾,31,,7.2,1264
庭院深深,1987,刘立立,林久愉,秦汉 / 刘雪华 / 赵永馨 / 林在培 / 徐乃麟 / 李丽凤 / 谷音,剧情 / 爱情,台湾,40,,7.2,740
世间路,2002,林福地 / 冯凯,李忠河 / 傅华贞,江宏恩 / 陈美凤 / 黄维德 / 检场 / 李芳雯,剧情,台湾,132,90,7.2,241
第8号当铺2,2006,陈俊良,李晓苹 / 李旭敏,金沛辰 / 天心 / 吴辰君,剧情 / 奇幻,台湾,78,45,7.1,847
爱拼才会赢,2007,龚美富 / 何东兴 / 沈怡,朱永昆 / 林智祥 / 陈晓冰 / 邹维刚 / 黄沁岚 / 吕婉君 / 楚国 / 孙昆林 / 蔡文杰 / 刘肖菁 / 刘肖兰,叶全真 / 刘至翰 / 文英 / 陈冠霖 / 简沛恩,,台湾,50,,7.1,35
老婆大人,2003,,,徐乃麟 / 黄嘉千 / 王耀庆 / 夏祎 / 洪胜德 / 张本渝 / 姚元浩 / 许玮伦,,台湾,30,,7.1,42
心剑,1985,,谢武雄 / 卧龙,孙亚东 / 许淑苹 / 江东华 / 车 轩,动作 / 武侠 / 古装,台湾,32,,7.1,52
在一起，就好,2016,林清振,谢叔芳 / 陈惠真 / 赖宛容 / 刘蕊瑄,曾沛慈 / 钟承翰 / 陈彦允 / 陈艾熙 / 章广辰 / 颜嘉乐 / 方季惟 / 洪胜德 / 马国毕 / 卢芃宇 / 余妮 / 游小白,剧情 / 爱情,台湾,15,90,7.1,116
22K梦想高飞,2014,许珮珊,吴向恩 / 林宇辰 / 冯勃棣,宥勝 / 李国毅 / 孟耿如 / 郭书瑶,剧情 / 爱情,台湾,20,90,7.1,145
三明治女孩的逆袭,2018,郝心翔,叶瀞嬬 / 林蓓萱,张立昂 / 叶星辰 / 林子闳 / 林思宇 / 李绍祥 / 廖奕琁,剧情 / 爱情,台湾,18,90,7.1,130
人面桃花,1995,蔡扬名,朱羽,马景涛 / 何晴 / 林以真 / 谢屏楠 / 孟元 / 尹宝莲 / 管越 / 管小良 / 彭伟华 / 庞祥麟 / 张桂荣 / 李殿馨,,台湾,15,,7.1,128
布袋和尚,1996,林福地,,林福地 / 蔡灿得 / 周筱云 / 张世,喜剧,台湾,45,50,7.1,504
喜临门,2009,陈建仪,洪荣狄,赖怡伶 / 李锦梅 / 唐育书 / 曾诗梅 / 谢韶光 / 陈天文 / 向云 / 陈丽贞 / 陈之财 / 黄奕良 / 洪慧芳,,新加坡 / 台湾,71,,7.1,96
霹雳狼烟之万堺尘涛,2015,王嘉祥,,,奇幻 / 武侠 / 古装,台湾,32,,7.1,134
乞丐皇帝传奇,1998,梁凯程,梁凯程,杨丽菁 / 何家劲 / 李志希 / 天心 / 宋达民 / 苏忆菁 / 丁仰国,武侠 / 古装,台湾,40,50,7.1,2967
姊的时代,2017,张佳贤,陈洁莹 / 蓝文希 / 张清慧 / 咖啡因 / 郭世伟,吴思贤 / 钟瑶 / 李运庆 / 潘慧如 / 吴定谦 / 朱芷莹,剧情 / 爱情,台湾,13,90,7.1,233
少年张三丰,2001,梁德龙,李卫聪,张卫健 / 李冰冰 / 李小璐 / 苏有朋 / 林心如 / 严屹宽 / 王艳 / 张铁林 / 胡静 / 牛萌萌 / 杜玉明,动作 / 爱情 / 武侠 / 古装,中国大陆 / 台湾,40,,7.1,28217
醉后决定爱上你,2011,陈铭章,陆亦华 / 简佑玶 / 孙向妘 / 陈炘怡 / 陈泰霖,杨丞琳 / 张孝全 / 许玮甯 / 白梓轩 / 王传一 / 黄鸿升 / 林美秀,爱情,台湾,18,,7.1,7412
家有仙妻2,1999,伍宗德,张凤鸣,萧蔷 / 赵本山 / 那英 / 宫雪花 / 孙兴 / 谢祖武 / 戈伟如 / 李又麟,剧情 / 喜剧 / 爱情 / 家庭,大陆 / 台湾,40,40,7.1,2217
情深深雨濛濛,2001,李平,琼瑶,赵薇 / 古巨基 / 林心如 / 苏有朋 / 寇振海 / 李钰 / 高鑫 / 王琳 / 徐幸 / 孙俪,剧情 / 爱情 / 音乐 / 战争,中国大陆 / 台湾,46,40,7.1,65189
爱无限,2010,林合隆,权素妍,张榕容 / 潘玮柏 / 林佑威,剧情 / 爱情,台湾,15,,7.1,1140
昨夜星辰,1984,吴桓,左菁华,沈时华 / 张佩华 / 寇世勋 / 陈燕燕,剧情 / 爱情,台湾,17,90,7.1,658
几度夕阳红,1986,刘立立,汪碧君,秦汉 / 刘雪华,剧情 / 爱情,台湾,30,50,7.1,1214
才子佳人乾隆皇,2001,李朝永,曹维正,秦汉 / 陈亚兰 / 王皓 / 韩瑜 / 黄维德 / 蔡安荞 / 陈莎莉 / 王耀庆 / 陈志朋,,台湾,20,,7.1,321
熟女欲望日记,2003,杨冠玉,,李倩蓉 / 杨谨华 / 侯湘婷,喜剧 / 爱情,台湾,23,,7.0,215
火线任务,2004,,,安以轩 / 张孝全 / 蓝正龙 / 唐禹哲,,台湾,20,,7.0,129
鹿鼎记,1984,周游,张信义,李小飞 / 周绍栋 / 林秀君,,台湾,36,,7.0,99
第二回合我爱你,2010,王明台 / 徐辅军,徐誉庭,陈怡蓉 / 王宥胜 / 樊光耀,喜剧 / 爱情 / 科幻,台湾,20,,7.0,428
天堂来的孩子,2006,,,李威 / 陈怡蓉 / 汪政纬,剧情 / 爱情,台湾,32,,7.0,521
前男友,2011,于中中,,杨祐宁 / 李千娜 / 黄志玮 / 廖苡乔,爱情,台湾,14,,7.0,330
宇宙传说之域界之初,2011,,李建忠 / 十三妹 / 虞歌,,剧情 / 武侠 / 戏曲,台湾,60,30,7.0,38
升空高飞,2004,,,庹宗华 / 陈浩民 / 张玉华 / 江祖平 / 张琼姿,剧情,台湾 / 香港,25,,7.0,188
结婚好吗？Marry,2013,,,修杰楷 / 天心 / 李绍祥 / 安唯绫,剧情 / 爱情,台湾,40,,7.0,69
勇士们,2011,王晓海,王小棣 / 杨永华,吴中天 / 白歆惠 / 寇世勋 / 寇世勋 / 李至正 / 马之秦 / 那维勋 / 赵正平 / 赵正平 / 张卓楠 / 杨一展,剧情 / 历史 / 战争,台湾,20,,7.0,65
终极一家,2007,张玉玫 / 林清芳 / 廖斐鸿,齐锡麟 / 蓝今翎,汪东城 / 唐禹哲 / 蓝心湄 / 炎亚纶 / 辰亦儒,剧情 / 喜剧 / 爱情 / 家庭 / 奇幻,台湾,55,,7.0,5792
