剧名,年份,导演,编剧,主演,类型,制片国家/地区,集数,单集片长/分钟,豆瓣评分,评价人数/人
重案六组,2001,徐庆东,申捷,李诚儒 / 王茜 / 张潮 / 董勇 / 高榕 / 张博 / 孙淳,剧情 / 犯罪,中国大陆,32,43,8.2,15067
报告老板,2014,刘循子墨,柯达,白客 / 刘浩 / 刘循子墨 Xunzimo Liu / 张本煜 / 柯达 / 孔连顺,喜剧 / 短片,中国大陆,5,15,8.2,7030
正阳门下,2013,刘家成,王之理 / 郝金明,朱亚文 / 倪大红 / 边潇潇 / 李光复 / 杨立新 / 李建华 / 朱铁 / 迟嘉 / 李野萍 / 哈斯高娃 / 陈思斯 / 尹馨梓 / 张晶晶 / 张莉 / 范琳琳 / 谭维亚,剧情,中国大陆,35,40,8.2,7185
河神,2017,田里,刘成龙 / 杨宏伟 / 天下霸唱,李现 / 张铭恩 / 王紫璇 / 陈芋米 / 苇青 / 唐以诺 / 陈剑 / 杨曙铭 / 梁国荣 / 康恩赫 / 郭九龙 / 孙梦泉 / 董向荣 / 杨轶 / 冯齐 / 郭亚菲 / 李逸男 / 杨哲 / 陈海龙 / 柳希龙 / 卢待熹 / 邵晓江 / 罗米 / 李一锋 / 杨舒米 / 罗永昌 / 王军 / 钟鸣 / 李靖 / 夏东鑫 / 程枫 / 三品 / 屈刚 / Schneider / 何坦 / 龚俊泽 / 康嘉烨,剧情 / 悬疑,中国大陆,24,40,8.2,96313
鸡毛飞上天,2017,余丁,申捷,殷桃 / 张译 / 陶泽如 / 张佳宁 / 高姝瑶 / 吴其江 / 林伊婷,剧情,中国大陆,55,45,8.2,23417
无证之罪,2017,吕行,马伪八 / 紫金陈,秦昊 / 邓家佳 / 姚橹 / 代旭 / 王真儿 / 宁理 / 荆浩 / 林鹏 / 袁满 / 要武 / 程雍 / 张澍 / 李俊霆 / 刘戈滨 / 赵晖 / 李泽 / 刘洋 / 赵梓淇 / 王海军 / 郭海鹏 / 蓝骁 / 刘唯伟 / 张成成 / 杨皓轩 / 郑超 / 赵杨 / 饶国锋 / 王雪洋 / 赵彦 / 吕行,悬疑 / 犯罪,中国大陆,12,55,8.2,70086
余罪,2016,张睿,沈嵘 / 张仕栋 / 姜无及 / 常书欣,张一山 / 吴优 / 常戎 / 张锦程 / 王戈 / 葛铮 / 张承 / 白一弘 / 孙佳雨 / 张雨剑 / 杜子名 / 于笑 / 李又麟 / 徐冬冬 / 门东毅 / 虞朗 / 赵雷棋 / 樊昱君,剧情 / 悬疑 / 犯罪,中国大陆,12,45,8.2,92898
大境门,2009,宋业明,,刘　钧 / 王　挺 / 赵　芮,,中国大陆,40,,8.2,56
妈妈的花样年华,2013,余淳,黄健,宋丹丹 / 林永健 / 周冬齐 / 巴图 / 王彤 / 傅迦 / 谭松韵 / 杨梓嫣 / 谭凯,喜剧 / 家庭,中国大陆,32,,8.2,402
鸡毛飞上天,2017,余丁,申捷,殷桃 / 张译 / 陶泽如 / 张佳宁 / 高姝瑶 / 吴其江 / 林伊婷,剧情,中国大陆,55,45,8.2,23415
家宴,2014,黄力加,韩旸,王刚 / 颜丙燕 / 曾黎 / 戴娇倩 / 朱一龙 / 陶慧敏 / 高虎 / 朱铁 / 于青斌 / 杨净如 / 王艺曈 / 王子子,剧情 / 爱情 / 家庭,中国大陆,36,45,8.2,1061
杀不死,2017,李洪绸 / 邢冬冬,李洪绸 / 周小烦 / 刘爱银,杨羽 / 邵庄 / 安宁 / 王辰昊 / 邢冬冬,剧情 / 喜剧 / 悬疑,中国大陆,12,30,8.2,20892
知青,2012,张新建 / 王滨 / 高力强,梁晓声,傅晶 / 唐曾 / 苏茂洋 / 程皓枫 / 王凯 / 周游 / 张龄心 / 吕凉 / 李倩 / 岳红 / 范志博 / 瑛子 / 刘威 / 李强 / 任帅 / 岳旸 / 费伟妮 / 韩丹彤 / 李超 / 李欣凌 / 王奎荣 / 王双宝 / 霍亚明 / 冯雷 / 赵亮 / 缪婷茹 / 林依婷 / 杨立新 / 王姬 / 蒋欣 / 王海地 / 潘晓莉 / 唐静 / 黑妹 / 刘向京 / 黄小蕾,剧情 / 爱情,中国大陆,45,40,8.2,2458
故梦,2009,董志强,林佩芬 / 陈玮 / 延艺云,陈坤 / 李小冉 / 罗海琼 / 胡可 / 熊乃瑾 / 郑佩佩 / 朱丹 / 毕彦君 / 冯雷 / 何赛飞 / 梁丹妮,剧情 / 爱情 / 传记 / 历史,中国大陆,42,43,8.2,2369
李春天的春天,2011,余淳,庄羽,宋丹丹 / 李佳璇 / 李崇霄 / 李凤绪 / 许亚军 / 焦刚 / 王丽媛 / 王博谷 / 巴图 / 王思思 / 杨紫嫣 / 黄小立 / 宫晓瑄,剧情 / 喜剧 / 爱情,中国大陆,24,45,8.2,9334
北京深秋的故事,1995,滕文骥,齐星,陈宝国 / 李亚鹏 / 吴越 / 胡军 / 廖凡,剧情 / 爱情,中国大陆,20,45,8.2,416
川军团血战到底,2011,李舒,由甲,陶泽如 / 贾一平 / 崔波 / 胡可 / 王迅 / 江水,历史 / 战争,中国大陆,33,46,8.2,698
背叛,2000,张前,李冰 / 豆豆 / 雷婷,巍子 / 许晴 / 张唏 / 张东升 / 张立 / 陈刚,剧情,中国大陆,20,40,8.2,1088
长缨在手,2000,刘家成,陈文贵,许晴 / 陈小春 / 邵兵,剧情 / 爱情 / 历史,中国大陆,45,45,8.2,1238
五月槐花香,2004,张国立,邹静之,张国立 / 王刚 / 苗圃 / 张少华 / 冯雷 / 邓婕 / 张铁林,剧情,中国大陆,32,40,8.2,2268
午夜阳光,2005,张晓光,曹茸茸,汉良 / 罗珊珊 / 柯蓝 / 郭晓东 / 杨青 / 王诗槐 / 刘红雨 / 艾伟 / 王华英 / 蒲冰墨 / 任伟,剧情 / 家庭,中国大陆,21,45 ,8.2,3420
四世同堂,2009,汪俊,张挺 / 老舍,黄磊 / 蒋勤勤 / 元秋 / 赵宝刚 / 路晨 / 金玉婷 / 舒砚 / 王澜 / 陈昊 / 初星一 / 刘竞 / 高放,剧情,中国大陆,37,,8.2,1386
绝密543,2017,宋海波 / 王功,王功,王聪 / 陈维涵 / 林永健 / 闫妮 / 顾宇峰 / 贾延鹏 / 徐东生 / 秦隽哲,剧情,中国大陆,35,45,8.2,2374
我们无处安放的青春,2007,沈严,孙海军 / 秦雯 / 白泊 / 杜薇,陈道明 / 佟大为 / 江一燕 / 张歆艺 / 罗珊珊 / 朱雨辰 / 冯鹏 / 赵子琪 / 宫晓瑄 / 余皑磊 / 莫小棋 / 黄素影 / 吕凉 / 刘威 / 刘金山 / 程前 / 李强 / 马捷 / 萨日娜 / 赵亮,剧情 / 爱情,中国大陆,24,,8.2,24744
钢铁年代,2011,孔笙,高满堂,陈宝国 / 冯远征 / 姜宏波 / 张译 / 阎娜 / 岳跃 / 赵锦焘 / 谢钢 / 松峰莉璃 / 王永泉 / 林晓凡 / 张佳宁,剧情,中国大陆,37,45,8.2,1416
我的娜塔莎,2012,郭靖宇,高满堂,朱亚文 / 伊莉莎 / 岳跃 / 马恩然 / 白恩 / 秦卫东,剧情 / 战争,中国大陆,40,,8.2,1939
孽债,1994,黄蜀芹,叶辛,赵有亮 / 严晓频 / 吴冕 / 金鑫 / 李彦播 / 吴竞 / 林燕玉 / 罗振华 / 屠如英 / 杨承云,剧情,中国大陆,20,43,8.2,7439
勇士之城,2014,陈健,贾东岩 / 李文强,汉良 / 王力可 / 林永健 / 于荣光 / 杨烁 / 颜丹晨 / 李依馨 / 边程 / 郭露文 / 陈昊 / 黄俊鹏,剧情 / 历史 / 战争,中国大陆,40,45,8.2,2567
好家伙,2016,简川訸,兰晓龙,张译 / 李晨 / 杨新鸣 / 赵志君 / 王烈 / 王双宝 / 高捷 / 瑛子 / 何杜娟 / 张殿伦 / 李培铭,剧情 / 历史 / 战争,中国大陆,45,42,8.2,4905
刀锋1937,2004,郭靖宇,徐晴 / 关山,寇世勋 / 叶童 / 孙红雷 / 钱勇夫 / 傅晶 / 江涛 / 杨志刚 / 陈松 / 王柠 / 张定涵 / 海一天 / 张国庆,剧情 / 动作,中国大陆,37,45,8.2,3351
老大的幸福,2010,李路,谢丽虹 / 宫凯波 / 刘江舸 / 刘可,范伟 / 孙宁 / 孟广美 / 金巧巧 / 周浩东 / 李威 / 吴诗雨 / 周知 / 冯国强 / 李舒桐 / 高亚麟 / 韩烨 / 吴秀波,剧情,中国大陆,41,42,8.2,5385
金手指,2003,江洪 / 王硕 / 马玉辉,周振天,吕良伟 / 颜丹晨 / 王同辉 / 贺生伟 / 陈丽峰 / 陈征 / 法提麦·雅琦 / 王炜 / 杜旭东 / 石天生 / 魏宗万,剧情 / 古装,中国大陆,30,45,8.1,80
母亲是条河,2006,高伟宁,阎连科,萨日娜 / 于娜 / 王珞丹 / 成泰燊 / 连奕名,,中国大陆,20,,8.1,108
长江一号,2008,朱锐斌,王琛,余皑磊 / 万茜 / 孔琳 / 李解 / 王泊文 / 林鹏 / 陈意涵,剧情,中国大陆,34,40,8.1,162
曾经想火,2014,,马俊 / 王欣雨,王欣雨,喜剧 / 短片,中国大陆,10,5,8.1,151
千丝万缕,2003,黄以功,,江珊 / 汤镇宗 / 钟汉良 / 郭晓婷,剧情,中国大陆,20,,8.1,131
红杏出墙记,1997,刘毅然,刘云若,谢兰 / 朱媛媛 / 果靖霖 / 孙强,,中国大陆,30,,8.1,105
十三天假日,1995,诸葛怡,诸葛怡,诸葛钟诺 / 朱烨 / 于洋 / 沈磊 / 郝阳 / 王慎吾 / 潘粤明,剧情 / 家庭,中国大陆,15,,8.1,88
我是农民,2004,武斐,,富大龙 / 何苗 / 俞瞳,剧情,中国大陆,20,45,8.1,111
包公,1985,钱学格 / 顾琴芳,亢君,白志迪,历史,中国大陆,18,,8.1,101
康熙大帝,1993,林鸿,,陈建军 / 朱娜 / 蔺达诺 / 张梦棣 / 张光正,,中国大陆,20,,8.1,313
生命的颜色,2005,曹宝平,葛竞,陶虹 / 胡可 / 许亚军,,中国大陆,28,,8.1,68
中国股市记忆,2010,王乃伟,,,,中国大陆,60,,8.1,241
把酒问青天,2005,李达超,陈曼玲,于波 / 杨俊毅 / 徐怀钰 / 周海媚 / 张晋 / 杨光,剧情 / 动作 / 爱情 / 武侠 / 古装,中国大陆,46,45,8.1,453
白手风云,2007,鞠觉亮 / 蒲腾晋,黄志翔 / 刘玫,汉良 / 寇世勋 / 恬妞 / 李婷宜 / 何美钿 / 黄海冰 / 郑国霖 / 刘思彤 / 陈鸿烈 / 薛俨 / 张春仲,剧情 / 古装,中国大陆,35,,8.1,393
玉米人农庄,1994,王达菲 / 李蕾,,朱秋萍 / 左向峰 / 田晶 / 季军 / 曹露,,中国大陆,60,,8.1,301
实习生的故事,1999,延艺,,刘冰玥 / 许还幻 / 高圆圆 / 江玲 / 张懿婧 / 杨蕊 / 江鹿萍,剧情,中国大陆,10,,8.1,486
太子当差,1998,黄俊文 / 林健龙,,吕颂贤 / 蒋勤勤 / 何宝生 / 陈国邦,剧情 / 动作 / 武侠 / 古装,中国大陆,20,45,8.1,948
长恨歌,2006,丁黑,蒋丽萍 / 赵耀民 / 王安忆,张可颐 / 谢君豪 / 陈丽娜 / 吴兴国 / 徐峥 / 黄奕,剧情,中国大陆,35,45,8.1,1719
红幡,2006,沈雷 / 林楠,高文临,聂远 / 胡可 / 史妍 / 何赛飞 / 郑振瑶 / 张山 / 杨洪武 / 陈良平 / 闾汉彪 / 江庚辰 / 李连生,剧情 / 战争,中国大陆,38,,8.1,80
活着真好,2008,管虎,赵冬苓,归亚蕾 / 丁嘉丽 / 赵军 / 王菁华 / 管宗祥 / 王洛勇 / 陶泽如 / 梁静,剧情 / 爱情 / 家庭,中国大陆,48,45,8.1,202
聊斋喜剧系列,1994,张刚,舒羽、石奎任（官运亨通篇） / 李天济（妖女画皮、洗心革面篇） / 张刚（一笑三百年、抱打人间不平篇 / 肖尹宪（双遇丽狐篇） / 盛汉清（蝴蝶美女篇）,牛犇 / 黄浩义 / 候长荣 / 姚二嘎 / 周媛媛 / 夏星 / 董怀义 / 高英 / 王安秋,剧情 / 喜剧 / 惊悚 / 古装,中国大陆,20,50,8.1,284
谈谈心恋恋爱,2006,朱传光,徐毅 / 朱传光,季晨 / 端木新卉 / 黄格选 / 宋丹丹 / 雷茜 / 雷恪生 / 刘钊 / 方慧 / 李帅桐 / 马敬涵 / 丁宇辰 / 毛尔南 / 马仑 / 徐文 / 罗艳芳,剧情 / 喜剧 / 爱情,中国大陆,20,45 / 原著：徐毅（笔名：棉花糖）,8.1,423
找不着北,1998,滕华弢,章小龙、杨葵,王志文、王琳 / 何冰、丁宵汉,,中国大陆,20,,8.1,50
我是你的喋喋phone,2015,车恩泽,V脸社长,李易峰 / 梁婧娴 / 曺胤瑀,爱情 / 科幻 / 短片,中国大陆,2,45,8.1,672
陈医生诊所,1994,杨放,胡玲玲,伟斌,喜剧,中国大陆,100,50,8.1,66
蝴蝶兰,1995,刘书亮,程蔷,赵明明 / 施大生 / 吴竞,剧情 / 爱情,中国大陆,22,50,8.1,515
天之骄女,1994,,,王浜梅 / 林碧峰 / 胡炳康 / 王松平,历史 / 古装 / 戏曲,中国大陆,6,,8.1,47
西圣地,2006,苗月,赵天山 / 林和平,张丰毅 / 剧雪 / 王雅捷 / 张念骅,,中国大陆,30,,8.1,48
Brady留学梦—8090在澳洲,2012,,,,,澳大利亚 Australia / 中国大陆,20,30,8.1,64
暴风法庭,2004,杨影,非行,宁静 / 巫刚 / 傅彪 / 王志飞 / 田少军,剧情 / 犯罪,中国大陆,23,40,8.1,144
别无选择,2010,兰少寅,兰少寅,汉良 / 萧蔷 / 任程伟 / 杨树泉 / 徐熙颜 / 胡军 / 袁苑 / 马以 / 朱研 / 臧金生 / 徐敏 / 侯长荣 / 徐梵溪,剧情 / 历史 / 战争,中国大陆,32,,8.1,353
生死卧底,2004,江海洋 / 傅东育,陈洁 / 施建中,王洛勇 / 何赛飞 / 陆玲 / 马睿 / 陶泽如 / 朱雷 / 林栋甫 / 吕梁,剧情 / 犯罪,中国大陆,25,40,8.1,313
老爸快跑,2010,高一功,张云宵,徐峥 / 伊春德 / 王虎城,剧情,中国大陆,20,45,8.1,727
梦想X计划,2017,倪晶,倪晶,王嘉禾 / 费鲤齐 / 卢本娟 / 孙旸,剧情 / 喜剧 / 运动,中国大陆,12,20,8.1,1507
知情者之黑球,知情者之黑球,张扬,王斌,曾子墨 / 陈辰,,中国大陆,10,,8.1,31
谁为你作证,2005,马进,马进,陈好 / 连奕名 / 罗珊珊 / 林永健 / 张晞临 / 萨日娜 / 霍亚明 / 任重 / 张新华 / 潘军 / 张希临 / 冯国庆 / 徐卫 / 朱晏 / 温丽琴 / 王思雅 / 赵颖 / 李佳宁 / 马野 / 葛小芳 / 李郁文,剧情 / 犯罪,中国大陆,26,,8.1,61
中国造,2006,马进,马进,曹磊 / 刘雨涛 / 冯静 / 陶飞霏 / 任重,,中国大陆,20,,8.1,53
行者-请上车,2012,,,张书豪,,中国大陆,15,20,8.1,72
可怜天下男人心,2002,于敏,胡传阁,郭涛 / 宋佳,剧情,中国大陆,26,,8.1,70
救赎,2002,梦继,,辛柏青 / 王志飞 / 孙艺菲,剧情,中国大陆,23,,8.1,71
玩味京城,2013,刘大迁,黄闽汀，杨文娟,,,中国大陆,5,,8.1,84
天下人家,2011,高希希,欧阳琴书,于和伟 / 杨童舒 / 李依晓 / 霍青 / 李明启 / 潘虹 / 刘涛,剧情,中国大陆,30,45,8.1,108
天下,2006,吴子牛,马卫军,宋佳 / 王亚楠 / 邢宇飞 / 黑子 / 席与立 / 马浴柯 / 王绘春 / 蒋欣 / 张铁林 / 聂远 / 杜志国 / 万弘杰 / 饶敏莉 / 宗峰岩,剧情,中国大陆,40,46,8.1,114
纸风筝,2000,秦竞虹,王磊,马晓伟 / 杨蕊 / 肖雄 / 郭晓晓 / 王静 / 丁宵汉 / 冯琰琰 / 迟蓬,爱情 / 家庭,中国大陆,16,,8.1,103
十万人家,2008,陈国星,高锋 / 黄先钢 / 徐海滨,王志飞 / 颜丙燕 / 郑晓宁,,中国大陆,28,,8.1,108
爱情来电显示,2007,林丛,宋丹丹,宋丹丹 / 傅迦,,中国大陆,200,,8.1,126
心火,2006,曾晓欣 / 陈冬冬,陈彦,苏岩 / 谢兰 / 刘子冰,剧情,中国大陆,28,,8.1,143
云端的日子,2008,中华轩动画 / 卢恒宇,卢恒宇,,剧情 / 爱情,中国大陆,26,12,8.1,235
草帽警察,2014,杨亚洲,林和平,李晨 / 霍思燕 / 于越 / 乔红 / 杜江 / 高亮 / 张燃 / 王刚 / 贾玉兰 / 付羽佳 / 秦焰 / 孔兵 / 宦普凡 / 那志东,剧情 / 爱情,中国大陆,28,,8.1,810
防火墙5788,2008,何念,宁财神,夏雨 / 姚晨 / 郭京飞 / 钱芳 / 王磊 / 傅淼,剧情 / 喜剧 / 爱情,中国大陆,30,52,8.1,1546
波涛汹涌,1999,周振天 / 姜若瑾,朱秀海 / 周振天,王庆祥 / 王婧静 / 储智博 / 李力 / 张璐 / 蒋梅 / 杜旭东,,中国大陆,15,,8.1,38
谁是你的菜2015,2015,钮承泽,,李易峰 / 罗志祥 / 郭采洁 / 张慧雯,短片,中国大陆,4,5,8.1,781
血色童心,1995,杨亚洲 / 叶大鹰,江奇涛,梅婷 / 陆毅 / 贾林 / 李月儿,儿童,中国大陆,12,,8.1,453
深牢大狱,2006,汪俊,海岩,周一围 / 童蕾 / 王珞丹 / 柏寒 / 屈玥 / 郭昊伦 / 肖聪 / 李梦男 / 孙亮,剧情 / 爱情,中国大陆,34,,8.1,820
情满四合院,2015,刘家成,王之理,何冰 / 郝蕾 / 李光复 / 方子哥 / 魏小军 / 海一天 / 刘园园 / 李文玲 / 沙景昌 / 鲁园 / 滕旋 / 倪大红 / 毕彦君 / 沈丹萍,剧情,中国大陆,46,45,8.1,12781
灵与肉,2018,楼健,杨真鉴,于小伟 / 孙茜 / 黄小蕾 / 林鹏 / 赵毅 / 赵立新 / 洪宇宙 / 尚铁龙 / 秦汉 / 丛珊 / 王全有 / 尤勇 / 大宝哥 / 李心敏 / 王伟光 / 石琳 / 吴健 / 王靖云 / 田玲 / 戚云鹏 / 穆怀虎 / 逯长恩,剧情 / 历史,中国大陆,42,45,8.1,1026
媳妇的美好时代,2009,刘江,王丽萍,海清 / 黄海波 / 李坤霖 / 高宝宝 / 林雨申 / 柏寒 / 刘莉莉 / 李光复 / 岳跃 / 张佳宁 / 粱静珂 / 杜薇,剧情 / 爱情 / 家庭,中国大陆,36,40,8.1,19250
小姨多鹤,2009,安建,严歌苓 / 林和平,孙俪 / 姜武 / 闫学晶 / 萨日娜 / 杜源 / 冯雷 / 张佳宁 / 姚刚 / 白恩,剧情 / 家庭,中国大陆,36,43,8.1,8173
太极宗师,1997,张鑫炎 / 袁和平,郭宝贤,吴京 / 于海 / 惠英红 / 周比利 / 樊亦敏 / 徐向东 / 王群 / 杨洁玫 / 李进荣 / 寇占文 / 成奎安 / 杜玉明,剧情 / 动作,中国大陆,28,40,8.1,15710
好想好想谈恋爱,2004,刘心刚,李樯,蒋雯丽 / 梁静 / 罗海琼 / 那英 / 孙淳 / 廖凡 / 白石千 / 曾黎 / 陈坤 / 赵子琪 / 于小伟 / 赵汉唐 / 刘金山 / 黄勐 / 霍青 / 王彤 / 谭凯 / 李勤勤 / 郑钧 / 吴大维 / 赵阳 / 麻维江 / 杨子骅 / 唐以诺 / 马书良 / 赵会南 / 徐卫 / 温浩 / 李振平 / 姜彤 / 郝柏杰 / 张明健 / 艾东 / 王雅捷 / 赵亮 / 刘冠军 / 许还幻 / 果靖霖 / 杨青 / 田小洁 / 杨俊勇 / 韩青 / 王澜 / 王维维,剧情 / 爱情,中国大陆,32,45,8.1,18868
大男当婚,2012,孙皓,饶晖 / 李潇 / 刘深,徐峥 / 宋佳 / 梅婷 / 张歆艺 / 马苏 / 车晓 / 隋兰 / 王茂蕾 / 曹苑 / 郭京飞 / 朱茵 / 秦焰,剧情 / 喜剧 / 爱情,中国大陆,30,42,8.1,14899
激情燃烧的岁月,2001,康洪雷,陈枰,孙海英 / 吕丽萍 / 吕晓禾 / 黄海波 / 陈丽娜 / 唐以诺 / 李祥林 / 高一玮 / 丁海峰 / 田小洁,家庭 / 战争,中国大陆,22,45,8.1,23092
少年杨家将,2007,卫翰韬 / 梁胜权 / 王少杰 / 李国立,王莉芝,胡歌 / 彭于晏 / 何润东 / 陈龙 / 袁弘 / 林家宇 / 刘诗诗 / 翁家明 / 陈秀雯 / 赵梓存 / 魏小军 / 童瑶 / 李东学 / 王建福 / 宋洋 / 吴佳尼 / 李解 / 周浩东 / 陈廷嘉 / 李音凝 / 宗峰岩 / 邓立民 / 刘晓洁 / 陈洁 / 何建泽 / 巴音 / 张瑞珈,剧情 / 古装,中国大陆,43,45,8.1,8397
东北一家人,2001,英达 / 吕小品 / 英宁,英宁,李琦 / 彭玉 / 金珠 / 巩汉林 / 吕小品 / 张丹露 / 悠悠 / 朱德承 / 朱家三 / 李颖,剧情 / 喜剧,中国大陆,120,21,8.1,16285
大嫁风尚,2016,曾晓欣,陈舒 / 刘茜,乔振宇 / 杨紫 / 郭晓婷 / 巫刚 / 朱茵 / 丹琳 / 于月仙 / 李萍 / 是安,剧情 / 爱情,中国大陆,44,45,8.1,6408
宰相刘罗锅,1996,张子恩 / 石零,秦培春 / 石零 / 张锐 / 白桦,李保田 / 张国立 / 王刚 / 邓婕 / 李丁,喜剧 / 古装,中国大陆,40,46,8.1,35009
海尔兄弟,1995,刘左锋,张经平,唐亚男 / 王江 / 张美娟 / 房露 / 张华 / 王羊 / 滕腾 / 车晓彤 / 邹赫威 / 高扬,剧情 / 儿童 / 冒险,中国大陆,212,11,8.1,37281
马向阳下乡记,2014,张永新,谷凯,吴秀波 / 王雅捷 / 李洪涛 / 梁爱琪 / 姜寒 / 马卫军 / 高晓菲 / 来喜 / 谭洋 / 朱怀旭 / 李昊臻 / 张小斐,剧情,中国大陆,40,,8.1,6877
暗黑者,2014,周琳皓,白一骢 / 张鸢盎 / 汤祈岑,郭京飞 / 李倩 / 经超 / 甘露 / 李岷城 / 王菁 / 宿丹 / 梁大维 / 闫清,剧情 / 喜剧 / 悬疑 / 犯罪,中国大陆,46,35,8.1,18556
心术,2012,杨阳,六六,海清 / 吴秀波 / 张嘉译 / 韩雨芹 / 翟天临 / 王维维 / 张子枫 / 姜晓冲 / 孙仲加 / 杨紫 / 于毅 / 王琳 / 姚安濂 / 王诗槐 / 缪婷茹 / 苏德 / 李宝安 / 苏强 / 郑昊 / 张磊 / 吴晶 / 马丹旎 / 赵晓露 / 高卉 / 陶雪荣 / 王骊娅 / 施大生 / 左启泽 / 孙艺菲 / 徐玉兰 / 张立秋 / 李树生 / 万昌皓 / 杨涛 / 张芝华 / 唐宁 / 张国庆 / 姚桂中 / 马冠英 / 俞建国 / 吴竞 / 秦怡,剧情 / 爱情,中国大陆,36,45,8.1,24850
匆匆那年,2014,姚婷婷,田博 / 丁洁如 / 潘越 / 刘燚霏 / 九夜茴,杨玏 / 何泓姗 / 白敬亭 / 杜维瀚 / 蔡文静 / 王峥 / 秦语 / 曾红生 / 蔺水净 / 苏鑫 / 刘畅 / 杨青 / 徐翠翠,剧情 / 爱情,中国大陆,16,50,8.1,34012
笑傲江湖,2001,黄健中 / 元彬,金庸 / 周锴 / 陈育新 / 陈兵,李亚鹏 / 许晴 / 苗乙乙 / 巍子 / 陈丽峰 / 李解 / 吕晓禾 / 涂们 / 刘冬 / 巴音 / 李勤勤 / 臧金生 / 杨昆 / 封锡钧 / 杨念生 / 彭登怀 / 于承惠 / 黄宗洛 / 李幸芷 / 孙海英 / 修宗迪 / 丛志军 / 刘仲元 / 张衡平 / 茅威涛 / 牛宝军 / 王振荣 / 孙存碟 / 李晓波 / 许敬义 / 马岩 / 王鑫峰 / 巨兴茂 / 巩立峰 / 赵福余 / 张纪中 / 王文升 / 齐忠坤 / 韩一朋 / 李强 / 李旗山 / 李菁菁 / 袁芳 / 牛星丽 / 李中华 / 夏宗学 / 乌兰宝音 / 于鸿洲 / 柏杉 / 李振平 / 赵箭 / 丁翠华 / 张成武 / 李义华 / 魏峰 / 韩福利 / 王成,剧情 / 爱情 / 武侠,中国大陆,40,46,8.1,29640
少年包青天,2000,胡明凯,黄浩华,周杰 / 释小龙 / 任泉 / 李冰冰 / 陈道明 / 刘怡君 / 刘晓虎 / 郑佩佩 / 王绘春 / 何中华,剧情 / 悬疑 / 古装,中国大陆,40,45,8.1,66366
鬼吹灯之精绝古城,2016,孔笙 / 周游 / 孙墨龙,白一骢 / 天下霸唱,靳东 / 陈乔恩 / 赵达 / 岳旸 / 王永泉 / 杨新鸣 / 冯晖 / 金泽灏 / 付枚 / 匡牧野 / 张晓谦 / 张艺上 / 吴昊宸 / 邵伟桐 / 王宏 / 魏伟 / 王双宝 / 邢宇飞 / 铁政 / 孙明明 / 朱梦瑶,剧情 / 悬疑 / 惊悚,中国大陆,21,35,8.1,114779
北京夏天,1996,宫晓东,冯俐,曹颖 / 罗葳 / 黄海冰 / 王彤 / 陈羽凡 / 高虎 / 高蓓蓓,爱情,中国大陆,20,47,8.1,2941
步步惊心,2011,李国立,桐华 / 王莉芝,刘诗诗 / 吴奇隆 / 郑嘉颖 / 袁弘 / 林更新 / 刘松仁 / 刘心悠 / 韩栋 / 石筱群 / 刘雨欣 / 郭晓婷 / 戴春荣 / 郭珍霓 / 马天宇 / 叶青 / 郑凯 / 张雷 / 邓立民 / 穆婷婷 / 刘洁 / 沈保平 / 周彦呈 / 曹馨月 / 齐庆林 / 柴蔚 / 杨了 / 巴森 / 陈镜宇 / 王小东 / 胡中虎 / 康铭桐 / 邢瀚卿 / 赵家林 / 陆梅芳 / 霍冬冬 / 高森 / 纪雪 / 郭金莹 / 瞿澳晖 / 曹阳 / 任学海 / 李林琳 / 杨晓波 / 王昱丹,剧情 / 爱情,中国大陆,35,49,8.1,110280
倚天屠龙记,2003,杨韬 / 赖水清,陈兵 / 张敬 / 韦辛,苏有朋 / 贾静雯 / 高圆圆 / 张国立 / 张铁林 / 陶虹 / 徐锦江 / 王刚 / 郭妃丽 / 释小龙 / 梁天 / 董晓燕 / 陈紫函 / 阎青妤 / 严敏裘 / 陈秀丽 / 鲍逸琳 / 林静 / 袁苑 / 姬麒麟 / 刘长生 / 于文仲 / 杜玉明 / 韩夫一 / 刘恒宇 / 王岗 / 叶静 / 晋松 / 詹小楠 / 刘思彤 / 李庆祥 / 郝柏杰 / 沈保平,武侠 / 古装,台湾 / 中国大陆 / 香港,40,48,8.1,51948
天龙八部,2003,鞠觉亮 / 周晓文 / 于敏 / 赵箭,戴明宇 / 孙铎 / 白一骢 / 陈逸星,胡军 / 林志颖 / 高虎 / 修庆 / 刘亦菲 / 陈好 / 刘涛 / 魏宗万 / 蒋欣 / 杨蕊 / 汤镇宗 / 舒畅 / 申军谊 / 计春华 / 石兰 / 马浴柯 / 李勇勇 / 王璐瑶 / 彭丹 / 高远 / 钟丽缇 / 阮丹宁 / 王祎 / 王海珍 / 周冰清 / 周玉洁 / 任泽巍 / 刘立伟 / 张衡平 / 李彧 / 高照 / 赵雍 / 修革 / 巴音 / 吕士刚 / 谢雨欣 / 张谦 / 任舞 / 鄂不斯 / 晋松 / 郑爽 / 孙蛟龙 / 许还山 / 张纪中 / 马仑 / 黄小蕾 / 刘仲元 / 周晓文 / 杨念生 / 许敬义 / 张楠 / 赵强 / 廖琪瑛,剧情 / 动作 / 武侠,中国大陆,40,42,8.1,38056
